customer_id,driver_age,region,tenure_years,prior_claims
C101779,48,Vancouver,0.6,0
C101780,41,Halifax,0.1,0
C101781,22,Montreal,1.9,1
C101782,45,Toronto,1.6,2
C101783,26,Toronto,0.2,1
C101784,90,Toronto,3.2,0
C101785,41,Calgary,2.8,0
C101786,90,Montreal,0.2,0
C101787,45,Toronto,1.7,1
C101788,34,Halifax,0.9,0
C101789,71,Ottawa,5.6,0
C101790,50,Toronto,0.1,0
C101791,90,Montreal,4.0,1
C101792,34,Ottawa,2.5,0
C101793,72,Calgary,5.8,1
C101794,74,Halifax,0.2,0
C101795,57,Toronto,3.8,1
C101796,74,Ottawa,1.7,0
C101797,41,Toronto,11.5,0
C101798,31,Montreal,1.3,0
C101799,35,Calgary,5.9,0
C101800,44,Calgary,6.9,0
C101801,59,Toronto,1.9,0
C101802,32,Toronto,2.8,0
C101803,38,Ottawa,19.2,2
C101804,33,Toronto,3.4,0
C101805,63,Montreal,4.3,0
C101806,90,Toronto,5.7,0
C101807,30,Toronto,3.3,0
C101808,54,Ottawa,1.4,0
C101809,67,Toronto,5.4,1
C101810,40,Vancouver,11.9,0
C101811,26,Calgary,5.8,0
C101812,71,Toronto,8.8,0
C101813,26,Vancouver,3.2,0
C101814,80,Montreal,12.7,0
C101815,33,Ottawa,0.6,0
C101816,25,Ottawa,5.7,0
C101817,36,Ottawa,0.1,0
C101818,43,Montreal,2.1,2
C101819,46,Ottawa,6.0,0
C101820,55,Vancouver,11.8,3
C101821,48,Montreal,2.5,1
C101822,88,Toronto,1.7,0
C101823,42,Toronto,1.1,0
C101824,49,Toronto,2.3,2
C101825,47,Montreal,1.5,0
C101826,24,Halifax,1.9,0
C101827,28,Halifax,7.3,0
C101828,44,Toronto,6.0,0
C101829,51,Halifax,0.9,0
C101830,22,Calgary,1.2,0
C101831,90,Vancouver,2.9,0
C101832,53,Halifax,11.3,2
C101833,43,Calgary,3.3,0
C101834,52,Vancouver,3.3,0
C101835,35,Toronto,11.7,0
C101836,46,Toronto,1.4,0
C101837,49,Halifax,10.0,0
C101838,71,Toronto,20.6,0
C101839,40,Toronto,17.7,2
C101840,26,Montreal,10.7,1
C101841,31,Vancouver,1.5,0
C101842,39,Montreal,28.8,0
C101843,27,Halifax,6.7,0
C101844,30,Montreal,1.5,0
C101845,31,Halifax,3.1,2
C101846,38,Vancouver,1.3,1
C101847,53,Vancouver,13.9,1
C101848,38,Toronto,1.4,0
C101849,54,Montreal,3.0,2
C101850,43,Ottawa,6.4,1
C101851,30,Ottawa,7.0,0
C101852,50,Montreal,10.4,2
C101853,47,Halifax,1.3,1
C101854,55,Ottawa,2.7,0
C101855,60,Toronto,3.0,0
C101856,72,Vancouver,9.8,0
C101857,54,Ottawa,9.2,0
C101858,46,Ottawa,3.1,0
C101859,55,Toronto,2.1,0
C101860,36,Toronto,6.5,0
C101861,35,Montreal,19.1,0
C101862,77,Toronto,8.7,0
C101863,35,Toronto,1.9,0
C101864,32,Vancouver,2.9,0
C101865,54,Vancouver,3.5,0
C101866,36,Toronto,3.3,1
C101867,60,Vancouver,1.7,0
C101868,70,Toronto,1.5,0
C101869,33,Montreal,10.0,0
C101870,56,Ottawa,8.0,0
C101871,35,Halifax,19.9,1
C101872,40,Toronto,6.6,2
C101873,49,Ottawa,6.5,1
C101874,35,Halifax,8.5,0
C101875,47,Vancouver,21.3,0
C101876,41,Halifax,1.6,0
C101877,60,Toronto,1.5,1
C101878,60,Toronto,0.1,2
C101879,35,Ottawa,8.9,2
C101880,49,Vancouver,7.3,0
C101881,64,Montreal,12.1,0
C101882,30,Toronto,2.0,0
C101883,41,Toronto,5.5,0
C101884,48,Toronto,9.5,0
C101885,30,Toronto,0.3,0
C101886,37,Halifax,1.6,0
C101887,84,Montreal,8.1,0
C101888,35,Ottawa,3.1,0
C101889,36,Toronto,8.3,1
C101890,53,Montreal,8.1,0
C101891,29,Halifax,3.7,0
C101892,41,Toronto,4.5,0
C101893,32,Montreal,3.4,0
C101894,47,Ottawa,22.3,1
C101895,20,Toronto,1.5,0
C101896,45,Toronto,4.2,0
C101897,49,Halifax,9.0,0
C101898,37,Montreal,1.7,1
C101899,38,Calgary,3.4,0
C101900,36,Toronto,0.3,1
C101901,41,Toronto,5.0,0
C101902,77,Montreal,6.1,1
C101903,61,Calgary,5.8,0
C101904,41,Montreal,0.9,2
C101905,37,Halifax,1.3,0
C101906,59,Ottawa,2.3,0
C101907,46,Vancouver,6.8,1
C101908,29,Montreal,7.3,1
C101909,39,Vancouver,5.3,1
C101910,73,Calgary,7.8,0
C101911,52,Toronto,7.6,0
C101912,37,Ottawa,3.2,0
C101913,26,Vancouver,4.0,0
C101914,47,Halifax,4.6,0
C101915,43,Halifax,1.9,1
C101916,40,Toronto,0.2,0
C101917,59,Montreal,0.5,0
C101918,53,Vancouver,4.8,0
C101919,26,Vancouver,17.5,0
C101920,43,Ottawa,7.7,1
C101921,28,Toronto,23.0,0
C101922,36,Vancouver,13.6,1
C101923,27,Halifax,6.0,1
C101924,27,Halifax,8.1,0
C101925,49,Toronto,0.0,1
C101926,47,Halifax,4.6,1
C101927,42,Toronto,3.6,0
C101928,35,Vancouver,3.0,0
C101929,27,Toronto,8.0,0
C101930,36,Vancouver,2.0,0
C101931,47,Toronto,3.4,0
C101932,47,Toronto,3.7,0
C101933,73,Montreal,0.8,0
C101934,68,Halifax,1.7,0
C101935,43,Vancouver,3.3,0
C101936,36,Calgary,1.8,0
C101937,32,Calgary,3.2,0
C101938,25,Montreal,0.9,1
C101939,28,Toronto,0.8,0
C101940,47,Toronto,7.8,1
C101941,54,Montreal,4.4,0
C101942,38,Halifax,0.9,0
C101943,90,Toronto,3.7,0
C101944,29,Calgary,4.7,1
C101945,25,Ottawa,2.2,0
C101946,90,Halifax,0.3,0
C101947,26,Montreal,0.5,0
C101948,38,Halifax,0.4,0
C101949,33,Vancouver,13.6,0
C101950,49,Vancouver,0.5,0
C101951,37,Ottawa,7.1,0
C101952,54,Toronto,4.7,0
C101953,59,Ottawa,14.3,1
C101954,25,Calgary,8.4,2
C101955,32,Ottawa,3.8,2
C101956,56,Ottawa,6.1,0
C101957,64,Vancouver,0.4,0
C101958,45,Toronto,3.5,0
C101959,50,Montreal,0.5,0
C101960,75,Ottawa,6.7,0
C101961,37,Vancouver,0.5,0
C101962,45,Halifax,3.3,0
C101963,68,Montreal,1.5,0
C101964,70,Vancouver,1.3,0
C101965,41,Ottawa,0.8,0
C101966,32,Ottawa,12.9,2
C101967,41,Montreal,12.0,1
C101968,42,Toronto,5.6,2
C101969,32,Halifax,9.4,0
C101970,33,Ottawa,0.3,2
C101971,70,Montreal,3.4,0
C101972,51,Vancouver,1.2,0
C101973,38,Toronto,3.3,0
C101974,29,Montreal,4.6,0
C101975,33,Toronto,0.5,0
C101976,24,Toronto,0.5,0
C101977,46,Ottawa,2.4,0
C101978,33,Montreal,2.2,0
C101979,47,Ottawa,1.6,0
C101980,56,Montreal,0.6,0
C101981,48,Toronto,1.1,0
C101982,37,Montreal,0.8,0
C101983,31,Toronto,0.1,0
C101984,28,Calgary,1.2,0
C101985,67,Halifax,19.6,0
C101986,47,Ottawa,12.7,1
C101987,37,Ottawa,1.4,0
C101988,53,Ottawa,5.8,0
C101989,62,Ottawa,5.4,0
C101990,33,Vancouver,1.9,0
C101991,46,Calgary,16.4,0
C101992,47,Montreal,23.8,1
C101993,73,Toronto,0.9,2
C101994,37,Calgary,4.8,1
C101995,31,Calgary,3.1,0
C101996,48,Toronto,7.7,0
C101997,55,Halifax,0.1,0
C101998,45,Toronto,4.1,0
C101999,76,Calgary,1.6,0
C102000,37,Halifax,5.8,0
C102001,45,Montreal,1.8,0
C102002,26,Halifax,8.5,0
C102003,30,Ottawa,0.5,0
C102004,33,Calgary,2.0,1
C102005,39,Halifax,2.3,1
C102006,27,Calgary,6.3,0
C102007,53,Vancouver,3.4,0
C102008,32,Calgary,10.6,0
C102009,90,Montreal,7.1,0
C102010,32,Montreal,10.5,0
C102011,43,Toronto,13.2,1
C102012,41,Montreal,0.6,0
C102013,29,Ottawa,2.4,0
C102014,39,Halifax,7.8,0
C102015,39,Halifax,0.3,1
C102016,59,Toronto,2.4,0
C102017,49,Vancouver,4.2,3
C102018,52,Vancouver,1.2,0
C102019,59,Toronto,4.3,0
C102020,53,Vancouver,2.2,0
C102021,46,Montreal,0.5,0
C102022,33,Halifax,3.0,1
C102023,45,Toronto,8.0,0
C102024,31,Ottawa,0.6,1
C102025,40,Halifax,1.1,0
C102026,38,Calgary,2.7,1
C102027,39,Toronto,3.1,0
C102028,27,Montreal,2.1,0
C102029,20,Halifax,7.9,0
C102030,36,Toronto,2.5,0
C102031,65,Toronto,18.0,0
C102032,43,Halifax,13.5,0
C102033,63,Ottawa,3.6,0
C102034,31,Calgary,2.5,0
C102035,35,Toronto,4.4,1
C102036,90,Vancouver,4.6,1
C102037,31,Ottawa,2.1,1
C102038,52,Montreal,3.3,1
C102039,52,Toronto,17.8,1
C102040,50,Toronto,0.2,0
C102041,52,Vancouver,7.3,0
C102042,31,Montreal,0.7,0
C102043,37,Ottawa,8.3,1
C102044,20,Montreal,10.7,1
C102045,74,Toronto,7.5,0
C102046,52,Halifax,3.0,1
C102047,33,Halifax,5.3,0
C102048,31,Calgary,1.3,0
C102049,65,Halifax,2.9,0
C102050,32,Toronto,7.3,1
C102051,33,Montreal,13.2,0
C102052,29,Toronto,7.3,1
C102053,56,Montreal,2.2,3
C102054,62,Ottawa,1.6,1
C102055,39,Ottawa,10.0,0
C102056,62,Toronto,0.1,1
C102057,48,Montreal,7.6,0
C102058,29,Halifax,29.2,2
C102059,72,Vancouver,1.1,0
C102060,29,Montreal,1.9,1
C102061,40,Montreal,5.2,0
C102062,39,Montreal,2.0,0
C102063,36,Montreal,0.6,1
C102064,23,Montreal,0.5,0
C102065,90,Vancouver,1.5,1
C102066,23,Montreal,1.5,0
C102067,74,Vancouver,1.3,0
C102068,31,Toronto,0.0,0
C102069,34,Toronto,5.7,0
C102070,71,Montreal,2.7,0
C102071,50,Halifax,1.7,0
C102072,26,Ottawa,0.5,0
C102073,26,Toronto,5.1,0
C102074,47,Vancouver,1.6,0
C102075,29,Vancouver,2.3,0
C102076,51,Vancouver,10.0,0
C102077,53,Calgary,2.1,1
C102078,32,Halifax,0.4,0
C102079,34,Toronto,3.1,0
C102080,48,Vancouver,2.9,0
C102081,31,Vancouver,1.6,1
C102082,43,Vancouver,0.0,0
C102083,90,Toronto,3.6,0
C102084,49,Vancouver,12.6,0
C102085,36,Toronto,1.2,0
C102086,90,Calgary,0.1,0
C102087,58,Calgary,6.7,0
C102088,29,Montreal,1.5,0
C102089,31,Halifax,3.3,0
C102090,24,Ottawa,10.8,1
C102091,47,Vancouver,3.7,1
C102092,22,Halifax,3.8,1
C102093,90,Ottawa,1.9,0
C102094,38,Toronto,1.8,0
C102095,59,Vancouver,2.5,0
C102096,37,Vancouver,2.9,1
C102097,47,Calgary,1.7,0
C102098,40,Halifax,6.2,1
C102099,43,Vancouver,7.2,0
C102100,67,Toronto,0.4,2
C102101,82,Montreal,2.3,0
C102102,79,Ottawa,3.4,0
C102103,90,Montreal,3.3,0
C102104,32,Toronto,9.6,1
C102105,49,Montreal,2.2,0
C102106,33,Calgary,8.0,1
C102107,66,Toronto,1.0,1
C102108,29,Montreal,29.3,0
C102109,68,Toronto,2.8,1
C102110,45,Montreal,13.6,0
C102111,41,Toronto,11.9,0
C102112,42,Toronto,0.8,1
C102113,28,Calgary,10.0,2
C102114,29,Toronto,7.1,0
C102115,46,Toronto,2.1,2
C102116,45,Vancouver,9.4,2
C102117,33,Toronto,7.9,0
C102118,38,Toronto,23.5,0
C102119,51,Montreal,0.1,1
C102120,31,Montreal,8.2,0
C102121,23,Vancouver,0.8,0
C102122,76,Halifax,0.1,1
C102123,47,Montreal,10.6,0
C102124,35,Vancouver,9.3,0
C102125,33,Halifax,4.5,0
C102126,31,Vancouver,2.7,0
C102127,66,Ottawa,19.9,0
C102128,27,Vancouver,6.4,0
C102129,49,Vancouver,2.9,1
C102130,49,Halifax,10.8,0
C102131,57,Toronto,6.9,1
C102132,36,Halifax,11.4,1
C102133,73,Vancouver,3.5,1
C102134,57,Vancouver,0.7,1
C102135,36,Montreal,9.6,0
C102136,32,Montreal,19.2,1
C102137,40,Toronto,0.4,0
C102138,35,Halifax,0.3,0
C102139,30,Vancouver,5.7,1
C102140,43,Ottawa,1.0,1
C102141,38,Montreal,1.6,2
C102142,81,Montreal,14.7,0
C102143,35,Montreal,1.3,0
C102144,32,Toronto,1.5,0
C102145,42,Vancouver,4.3,0
C102146,46,Halifax,5.2,0
C102147,48,Ottawa,9.9,0
C102148,48,Vancouver,0.1,0
C102149,43,Montreal,1.0,0
C102150,41,Vancouver,0.0,1
C102151,53,Vancouver,0.0,0
C102152,30,Calgary,0.1,1
C102153,32,Vancouver,2.2,0
C102154,25,Toronto,1.2,1
C102155,30,Toronto,8.0,2
C102156,63,Halifax,3.2,1
C102157,52,Calgary,1.1,1
C102158,86,Halifax,7.4,1
C102159,76,Montreal,9.4,0
C102160,52,Vancouver,2.4,2
C102161,44,Montreal,4.4,0
C102162,42,Halifax,8.2,1
C102163,22,Montreal,7.0,0
C102164,41,Calgary,22.1,0
C102165,34,Toronto,5.9,2
C102166,30,Toronto,6.1,1
C102167,49,Toronto,2.3,0
C102168,39,Vancouver,10.8,1
C102169,43,Ottawa,8.3,0
C102170,29,Halifax,3.6,0
C102171,58,Vancouver,2.0,0
C102172,35,Vancouver,4.4,0
C102173,48,Ottawa,4.2,1
C102174,36,Toronto,0.6,0
C102175,21,Ottawa,6.0,0
C102176,50,Calgary,2.5,1
C102177,40,Vancouver,7.3,1
C102178,24,Toronto,13.3,0
C102179,28,Toronto,10.8,0
C102180,59,Montreal,0.5,0
C102181,25,Halifax,1.4,0
C102182,35,Vancouver,3.8,1
C102183,89,Vancouver,1.6,0
C102184,50,Vancouver,0.2,0
C102185,56,Ottawa,2.1,0
C102186,38,Montreal,3.4,1
C102187,24,Toronto,4.1,2
C102188,45,Calgary,10.6,0
C102189,28,Montreal,3.0,2
C102190,28,Montreal,1.4,0
C102191,43,Montreal,8.2,1
C102192,29,Toronto,0.2,0
C102193,41,Halifax,1.0,1
C102194,32,Ottawa,9.9,0
C102195,41,Halifax,0.4,0
C102196,34,Halifax,5.6,0
C102197,41,Montreal,4.4,0
C102198,73,Montreal,13.9,0
C102199,56,Calgary,0.8,1
C102200,39,Toronto,8.2,3
C102201,68,Halifax,2.6,0
C102202,48,Toronto,1.6,0
C102203,66,Vancouver,9.0,0
C102204,25,Calgary,3.7,1
C102205,29,Halifax,0.5,0
C102206,45,Calgary,3.5,0
C102207,39,Vancouver,5.9,0
C102208,41,Montreal,20.3,1
C102209,51,Vancouver,0.8,0
C102210,45,Calgary,5.0,1
C102211,58,Vancouver,4.8,0
C102212,58,Ottawa,1.7,1
C102213,29,Toronto,8.9,0
C102214,21,Montreal,1.9,0
C102215,29,Halifax,1.0,0
C102216,28,Montreal,8.7,0
C102217,42,Vancouver,16.1,1
C102218,42,Vancouver,1.0,1
C102219,38,Halifax,0.2,2
C102220,49,Toronto,8.6,0
C102221,90,Montreal,1.0,1
C102222,38,Ottawa,2.0,1
C102223,45,Calgary,4.3,1
C102224,41,Vancouver,7.0,0
C102225,33,Montreal,2.7,0
C102226,52,Montreal,0.6,0
C102227,37,Halifax,1.5,0
C102228,31,Calgary,7.6,0
C102229,32,Halifax,0.4,1
C102230,59,Halifax,4.6,0
C102231,51,Vancouver,3.0,2
C102232,34,Vancouver,3.7,0
C102233,49,Calgary,4.6,1
C102234,41,Ottawa,9.0,0
C102235,46,Calgary,4.6,1
C102236,33,Toronto,7.6,0
C102237,29,Halifax,0.1,0
C102238,37,Calgary,5.5,0
C102239,30,Ottawa,2.4,0
C102240,29,Montreal,5.8,3
C102241,26,Montreal,1.6,0
C102242,21,Calgary,6.4,1
C102243,35,Ottawa,13.4,0
C102244,64,Toronto,2.8,0
C102245,57,Montreal,6.8,0
C102246,78,Ottawa,0.8,0
C102247,29,Halifax,4.6,1
C102248,53,Toronto,2.0,0
C102249,39,Montreal,2.1,0
C102250,32,Montreal,0.7,0
C102251,61,Toronto,7.6,0
C102252,39,Toronto,4.3,1
C102253,23,Vancouver,12.4,1
C102254,57,Calgary,6.4,0
C102255,47,Montreal,2.0,1
C102256,43,Montreal,0.9,0
C102257,27,Halifax,5.6,0
C102258,45,Montreal,7.1,0
C102259,73,Ottawa,6.1,2
C102260,47,Montreal,6.8,0
C102261,25,Ottawa,4.0,0
C102262,48,Ottawa,4.9,0
C102263,47,Montreal,0.3,0
C102264,55,Calgary,2.9,0
C102265,47,Calgary,5.4,2
C102266,29,Montreal,0.4,0
C102267,42,Ottawa,7.2,1
C102268,37,Montreal,10.6,0
C102269,44,Vancouver,2.8,0
C102270,62,Halifax,5.6,0
C102271,32,Toronto,1.0,0
C102272,84,Toronto,7.0,0
C102273,48,Toronto,4.9,0
C102274,57,Halifax,2.6,1
C102275,54,Toronto,1.8,1
C102276,47,Toronto,0.9,0
C102277,51,Calgary,0.2,1
C102278,19,Calgary,4.5,0
C102279,54,Vancouver,1.9,0
C102280,30,Halifax,8.2,0
C102281,40,Toronto,4.5,0
C102282,47,Vancouver,0.1,2
C102283,63,Vancouver,3.2,0
C102284,30,Montreal,7.5,0
C102285,35,Halifax,1.7,0
C102286,37,Vancouver,3.0,0
C102287,44,Toronto,0.2,0
C102288,37,Toronto,10.1,0
C102289,51,Toronto,2.6,0
C102290,24,Halifax,1.4,0
C102291,39,Toronto,7.1,0
C102292,77,Halifax,0.8,0
C102293,37,Toronto,1.4,2
C102294,48,Halifax,0.5,0
C102295,59,Ottawa,19.4,0
C102296,48,Toronto,1.2,0
C102297,87,Toronto,1.8,0
C102298,43,Ottawa,8.8,0
C102299,52,Toronto,6.5,0
C102300,45,Montreal,12.0,0
C102301,70,Ottawa,5.1,1
C102302,35,Halifax,3.8,0
C102303,90,Ottawa,2.4,1
C102304,33,Halifax,5.1,2
C102305,80,Vancouver,0.3,1
C102306,29,Ottawa,0.3,0
C102307,53,Montreal,0.9,0
C102308,41,Ottawa,5.4,0
C102309,58,Calgary,3.6,1
C102310,49,Vancouver,20.3,1
C102311,57,Halifax,3.9,0
C102312,29,Montreal,4.5,1
C102313,24,Vancouver,4.7,0
C102314,27,Vancouver,9.1,1
C102315,27,Montreal,19.9,0
C102316,29,Montreal,3.0,0
C102317,33,Halifax,0.1,1
C102318,33,Montreal,8.9,0
C102319,42,Calgary,5.0,2
C102320,31,Vancouver,9.8,0
C102321,31,Halifax,7.3,3
C102322,38,Calgary,2.7,1
C102323,62,Toronto,6.7,1
C102324,35,Montreal,1.3,0
C102325,41,Calgary,13.2,1
C102326,43,Toronto,17.4,0
C102327,30,Vancouver,1.2,0
C102328,36,Montreal,14.3,0
C102329,32,Toronto,12.8,0
C102330,59,Halifax,0.2,0
C102331,57,Halifax,5.4,0
C102332,31,Calgary,8.6,1
C102333,40,Toronto,10.8,0
C102334,52,Halifax,14.8,0
C102335,47,Vancouver,19.7,1
C102336,49,Halifax,2.5,0
C102337,30,Toronto,4.0,0
C102338,79,Toronto,0.1,0
C102339,33,Calgary,0.4,1
C102340,33,Halifax,1.3,0
C102341,27,Toronto,3.6,0
C102342,39,Montreal,8.7,0
C102343,65,Vancouver,0.4,2
C102344,46,Halifax,5.8,1
C102345,40,Ottawa,20.2,0
C102346,55,Halifax,26.5,1
C102347,64,Calgary,9.0,0
C102348,57,Ottawa,1.9,1
C102349,23,Vancouver,6.8,0
C102350,56,Toronto,2.0,0
C102351,49,Calgary,4.5,0
C102352,31,Vancouver,6.5,0
C102353,49,Vancouver,3.2,0
C102354,65,Montreal,4.1,0
C102355,34,Ottawa,12.3,1
C102356,59,Ottawa,7.7,2
C102357,47,Montreal,15.0,0
C102358,19,Halifax,0.9,1
C102359,41,Montreal,12.5,0
C102360,46,Toronto,1.3,0
C102361,37,Toronto,0.2,1
C102362,47,Vancouver,8.6,0
C102363,39,Toronto,2.0,0
C102364,90,Calgary,1.1,0
C102365,36,Ottawa,2.6,0
C102366,31,Vancouver,1.7,0
C102367,58,Halifax,14.2,1
C102368,38,Halifax,0.7,0
C102369,40,Montreal,0.5,0
C102370,39,Toronto,2.6,0
C102371,56,Toronto,1.6,1
C102372,29,Calgary,2.3,0
C102373,59,Montreal,0.9,1
C102374,51,Calgary,9.5,2
C102375,84,Calgary,3.9,0
C102376,45,Vancouver,0.7,0
C102377,29,Toronto,6.8,0
C102378,45,Montreal,2.9,0
C102379,47,Montreal,7.6,0
C102380,67,Ottawa,1.5,0
C102381,29,Calgary,4.5,1
C102382,25,Calgary,0.2,0
C102383,45,Calgary,28.9,0
C102384,86,Vancouver,5.8,0
C102385,54,Toronto,27.0,0
C102386,55,Toronto,4.3,0
C102387,26,Toronto,0.0,0
C102388,42,Toronto,9.2,1
C102389,68,Montreal,8.3,1
C102390,47,Ottawa,0.9,0
C102391,24,Toronto,3.1,0
C102392,42,Toronto,4.4,0
C102393,52,Toronto,10.0,0
C102394,40,Montreal,10.0,0
C102395,30,Toronto,2.6,1
C102396,58,Toronto,0.3,0
C102397,36,Montreal,3.1,0
C102398,49,Halifax,2.9,0
C102399,42,Montreal,2.1,1
C102400,35,Toronto,14.9,0
C102401,90,Vancouver,17.4,1
C102402,34,Toronto,7.6,0
C102403,43,Vancouver,0.1,0
C102404,42,Montreal,0.0,1
C102405,45,Halifax,12.5,0
C102406,87,Halifax,12.0,0
C102407,53,Calgary,1.0,0
C102408,35,Toronto,0.1,0
C102409,74,Montreal,12.3,1
C102410,56,Montreal,13.0,0
C102411,35,Ottawa,3.6,0
C102412,69,Toronto,2.0,0
C102413,26,Calgary,12.8,0
C102414,28,Montreal,0.2,0
C102415,24,Vancouver,6.2,1
C102416,22,Montreal,2.4,0
C102417,67,Montreal,1.0,0
C102418,45,Calgary,4.1,0
C102419,25,Vancouver,0.6,0
C102420,41,Toronto,1.9,0
C102421,60,Toronto,9.8,1
C102422,32,Ottawa,8.6,0
C102423,37,Vancouver,4.9,0
C102424,90,Vancouver,0.9,0
C102425,38,Vancouver,5.7,1
C102426,25,Vancouver,3.2,0
C102427,34,Vancouver,3.2,1
C102428,24,Toronto,3.7,0
C102429,54,Vancouver,3.3,1
C102430,30,Vancouver,1.1,0
C102431,30,Toronto,0.4,0
C102432,90,Calgary,1.8,0
C102433,27,Toronto,2.2,0
C102434,26,Toronto,1.4,1
C102435,29,Ottawa,0.2,1
C102436,60,Ottawa,4.9,0
C102437,51,Toronto,4.4,0
C102438,34,Calgary,0.3,0
C102439,33,Toronto,5.4,0
C102440,50,Calgary,6.1,0
C102441,46,Montreal,1.3,0
C102442,39,Ottawa,0.8,0
C102443,52,Montreal,5.2,0
C102444,28,Montreal,5.1,0
C102445,30,Ottawa,0.8,0
C102446,53,Toronto,2.6,0
C102447,47,Toronto,5.4,0
C102448,42,Montreal,8.0,1
C102449,90,Vancouver,2.4,0
C102450,57,Toronto,6.3,0
C102451,34,Vancouver,11.3,0
C102452,31,Montreal,1.9,0
C102453,48,Vancouver,2.8,1
C102454,67,Halifax,3.4,2
C102455,23,Montreal,6.8,0
C102456,47,Vancouver,0.9,0
C102457,37,Montreal,4.9,1
C102458,45,Toronto,8.7,0
C102459,25,Ottawa,0.9,0
C102460,67,Halifax,3.0,0
C102461,75,Ottawa,2.4,0
C102462,55,Halifax,4.6,0
C102463,82,Montreal,7.2,0
C102464,36,Calgary,0.9,1
C102465,46,Toronto,23.2,0
C102466,55,Halifax,0.9,1
C102467,48,Vancouver,6.0,0
C102468,38,Montreal,2.6,1
C102469,39,Ottawa,2.2,1
C102470,72,Vancouver,0.4,0
C102471,41,Halifax,10.8,0
C102472,65,Ottawa,2.6,0
C102473,41,Ottawa,6.4,0
C102474,65,Vancouver,2.0,0
C102475,43,Vancouver,0.5,1
C102476,53,Calgary,12.1,0
C102477,33,Toronto,2.1,1
C102478,46,Toronto,4.0,1
C102479,33,Halifax,5.8,0
C102480,36,Halifax,30.1,0
C102481,37,Halifax,7.2,1
C102482,39,Toronto,3.1,1
C102483,62,Montreal,3.0,0
C102484,35,Halifax,7.0,0
C102485,44,Toronto,0.2,0
C102486,65,Montreal,4.5,0
C102487,53,Montreal,5.0,0
C102488,23,Ottawa,1.5,1
C102489,25,Vancouver,8.0,0
C102490,49,Montreal,11.7,0
C102491,35,Vancouver,4.9,0
C102492,24,Toronto,0.8,0
C102493,34,Calgary,4.4,0
C102494,49,Vancouver,1.5,1
C102495,37,Vancouver,14.8,0
C102496,43,Montreal,0.5,0
C102497,38,Montreal,25.1,1
C102498,32,Toronto,0.4,0
C102499,46,Halifax,7.0,0
C102500,24,Montreal,2.9,1
C102501,31,Vancouver,7.1,0
C102502,57,Montreal,0.8,0
C102503,26,Halifax,8.3,1
C102504,42,Ottawa,1.5,1
C102505,36,Toronto,2.7,0
C102506,34,Vancouver,6.5,0
C102507,59,Vancouver,5.6,0
C102508,64,Ottawa,3.6,0
C102509,29,Halifax,0.5,0
C102510,39,Calgary,3.9,1
C102511,22,Ottawa,9.5,0
C102512,58,Vancouver,1.2,0
C102513,41,Montreal,2.1,0
C102514,25,Calgary,4.7,0
C102515,31,Calgary,0.0,0
C102516,28,Toronto,5.7,0
C102517,31,Vancouver,12.1,1
C102518,23,Toronto,0.6,1
C102519,72,Toronto,1.8,0
C102520,29,Halifax,0.0,0
C102521,42,Toronto,0.1,1
C102522,49,Ottawa,0.8,0
C102523,64,Montreal,1.3,0
C102524,42,Calgary,2.3,1
C102525,38,Halifax,8.0,0
C102526,43,Ottawa,0.3,0
C102527,29,Ottawa,20.6,0
C102528,29,Montreal,19.7,0
C102529,37,Montreal,1.7,0
C102530,21,Calgary,4.2,0
C102531,32,Ottawa,1.1,0
C102532,35,Ottawa,11.9,0
C102533,88,Calgary,5.0,0
C102534,68,Toronto,0.7,0
C102535,49,Montreal,0.1,0
C102536,58,Halifax,3.0,0
C102537,29,Vancouver,9.6,0
C102538,43,Calgary,0.8,0
C102539,55,Vancouver,2.5,0
C102540,29,Halifax,3.2,0
C102541,25,Ottawa,9.9,1
C102542,47,Montreal,1.7,1
C102543,26,Halifax,1.2,0
C102544,51,Montreal,5.7,0
C102545,64,Montreal,5.5,0
C102546,30,Ottawa,5.1,1
C102547,30,Montreal,2.2,1
C102548,63,Montreal,0.2,0
C102549,42,Calgary,2.9,1
C102550,59,Halifax,6.5,1
C102551,38,Toronto,7.9,0
C102552,39,Calgary,1.2,0
C102553,42,Vancouver,12.7,1
C102554,80,Montreal,5.5,0
C102555,57,Calgary,7.3,1
C102556,32,Vancouver,3.1,1
C102557,45,Ottawa,11.7,1
C102558,37,Calgary,3.2,2
C102559,34,Halifax,21.0,2
C102560,50,Ottawa,4.6,2
C102561,46,Toronto,15.4,1
C102562,30,Ottawa,1.5,0
C102563,42,Calgary,3.1,0
C102564,34,Toronto,2.1,0
C102565,49,Vancouver,0.0,1
C102566,34,Calgary,5.5,1
C102567,39,Toronto,0.7,0
C102568,35,Montreal,0.3,0
C102569,24,Vancouver,9.0,0
C102570,78,Montreal,17.4,2
C102571,42,Ottawa,19.3,1
C102572,79,Toronto,5.6,2
C102573,43,Ottawa,0.1,1
C102574,54,Ottawa,1.5,1
C102575,33,Montreal,7.9,1
C102576,33,Vancouver,1.9,1
C102577,41,Toronto,6.3,2
C102578,79,Toronto,16.5,0
C102579,30,Vancouver,2.0,0
C102580,22,Toronto,1.7,1
C102581,62,Ottawa,0.8,2
C102582,56,Vancouver,4.4,0
C102583,36,Toronto,3.7,0
C102584,90,Montreal,10.3,0
C102585,90,Ottawa,6.1,1
